Project,HoleID,SampleID,Paired_SampleID,General_control,Control_type,Au_Element,Au_unit,Au_DL,Au_EV,Au_SD,Au_or_ppm,Au_dp_ppm,Ag_Element,Ag_unit,Ag_DL,Ag_EV,Ag_SD,Lab,Batchname,Date
Celeste,DDH85-149,Q633440,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW13150347,2013-08-31
Celeste,DDH85-155,Q633500,,Blank,CB,Au,ppm,0.005,,,0.008,,Ag,ppm,0.5,,,ALS,YW13150347,2013-08-31
Celeste,DDH85-157,Q633520,,Blank,CB,Au,ppm,0.005,,,0.009,,Ag,ppm,0.5,,,ALS,YW13150347,2013-08-31
Celeste,DDH85-159,Q633540,,Blank,CB,Au,ppm,0.005,,,0.005,,Ag,ppm,0.5,,,ALS,YW13150347,2013-08-31
Celeste,DDH85-161,Q633560,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW13150347,2013-08-31
Celeste,DDH85-166,Q633620,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW13150347,2013-08-31
Celeste,DDH85-170,Q633662,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW13150346,2013-09-02
Celeste,DDH85-172,Q633680,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW13150346,2013-09-02
Celeste,DDH85-175,Q633740,,Blank,CB,Au,ppm,0.005,,,0.006,,Ag,ppm,0.5,,,ALS,YW13150346,2013-09-02
Celeste,DDH85-180,Q633800,,Blank,CB,Au,ppm,0.005,,,0.007,,Ag,ppm,0.5,,,ALS,YW13150346,2013-09-02
Celeste,DDH85-181,Q633820,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW13150346,2013-09-02
Celeste,DDH85-183,Q633840,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW13150345,2013-08-30
Celeste,DDH85-185,Q633860,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW13150345,2013-08-30
Celeste,DDH85-190,Q633940,,Blank,CB,Au,ppm,0.005,,,0.008,,Ag,ppm,0.5,,,ALS,YW13150345,2013-08-30
Celeste,DDH85-190,Q633960,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW13150345,2013-08-30
Celeste,DDH85-120,Q633120,,CRM,GS-20A,Au,ppm,0.005,21.12,0.77,21.6,,Ag,ppm,0.5,,,ALS,YW13137034,2013-08-20
Celeste,DDH85-123,Q633160,,CRM,GS-20A,Au,ppm,0.005,21.12,0.77,25.5,,Ag,ppm,0.5,,,ALS,YW13137034,2013-08-20
Celeste,DDH85-127,Q633200,,CRM,GS-20A,Au,ppm,0.005,21.12,0.77,17.05,,Ag,ppm,0.5,,,ALS,YW13137034,2013-08-20
Celeste,DDH85-130,Q633240,,CRM,GS-20A,Au,ppm,0.005,21.12,0.77,19.3,,Ag,ppm,0.5,,,ALS,YW13137034,2013-08-20
Celeste,DDH85-135,Q633280,,CRM,GS-20A,Au,ppm,0.005,21.12,0.77,18.2,,Ag,ppm,0.5,,,ALS,YW13147091,2013-08-23
Celeste,DDH85-138,Q633320,,CRM,GS-20A,Au,ppm,0.005,21.12,0.77,24.6,,Ag,ppm,0.5,,,ALS,YW13147091,2013-08-23
Celeste,DDH85-141,Q633360,,CRM,GS-20A,Au,ppm,0.005,21.12,0.77,20.9,,Ag,ppm,0.5,,,ALS,YW13147091,2013-08-23
Celeste,DDH85-145,Q633400,,CRM,GS-20A,Au,ppm,0.005,21.12,0.77,21.9,,Ag,ppm,0.5,,,ALS,YW13147091,2013-08-23
Celeste,DDH85-173,Q633700,,CRM,GS-20A,Au,ppm,0.005,21.12,0.77,20.9,,Ag,ppm,0.5,,,ALS,YW13150346,2013-09-02
Celeste,DDH85-153,Q633480,,CRM,GS-P7B,Au,ppm,0.005,0.71,0.035,0.786,,Ag,ppm,0.5,13.4,0.8,ALS,YW13150347,2013-08-31
Celeste,DDH85-162,Q633580,,CRM,GS-P7B,Au,ppm,0.005,0.71,0.035,0.729,,Ag,ppm,0.5,13.4,0.8,ALS,YW13150347,2013-08-31
Celeste,DDH85-174,Q633720,,CRM,GS-P7B,Au,ppm,0.005,0.71,0.035,0.794,,Ag,ppm,0.5,13.4,0.8,ALS,YW13150346,2013-09-02
Celeste,DDH85-177,Q633760,,CRM,GS-P7B,Au,ppm,0.005,0.71,0.035,0.701,,Ag,ppm,0.5,13.4,0.8,ALS,YW13150346,2013-09-02
Celeste,DDH85-185,Q633880,,CRM,GS-P7B,Au,ppm,0.005,0.71,0.035,0.688,,Ag,ppm,0.5,13.4,0.8,ALS,YW13150345,2013-08-30
Celeste,DDH85-188,Q633920,,CRM,GS-P7B,Au,ppm,0.005,0.71,0.035,0.74,,Ag,ppm,0.5,13.4,0.8,ALS,YW13150345,2013-08-30
Celeste,GTCR20-089,H0008300,,CRM,20B,Au,ppm,0.005,20.23,0.545,20.4,,Ag,ppm,0.5,,,ALS,YW20187974,2020-09-24
Celeste,GTCR20-091,B0232020,,CRM,20B,Au,ppm,0.005,20.23,0.545,20.5,,Ag,ppm,0.5,,,ALS,YW20204334,2020-10-16
Celeste,GTCR20-091,H0008460,,CRM,20B,Au,ppm,0.005,20.23,0.545,20.4,,Ag,ppm,0.5,,,ALS,YW20204332,2020-10-15
Celeste,GTCR20-094,B0232200,,CRM,20B,Au,ppm,0.005,20.23,0.545,20.0,,Ag,ppm,0.5,,,ALS,YW20227378,2020-11-18
Celeste,GTCR20-102,C257120,,CRM,20B,Au,ppm,0.005,20.23,0.545,21.3,,Ag,ppm,0.5,,,ALS,YW20262859,2020-12-06
Celeste,GTCR20-107,C257240,,CRM,20B,Au,ppm,0.005,20.23,0.545,20.0,,Ag,ppm,0.5,,,ALS,YW20270079,2020-12-23
Celeste,GTCR20-089,H0008170,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20187974,2020-09-24
Celeste,GTCR20-089,H0008190,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20187974,2020-09-24
Celeste,GTCR20-089,H0008210,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20187974,2020-09-24
Celeste,GTCR20-089,H0008230,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20187974,2020-09-24
Celeste,GTCR20-089,H0008250,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20187973,2020-09-27
Celeste,GTCR20-089,H0008270,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20187974,2020-09-24
Celeste,GTCR20-089,H0008290,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20187974,2020-09-24
Celeste,GTCR20-089,H0008310,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20187974,2020-09-24
Celeste,GTCR20-089,H0008330,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20187973,2020-09-27
Celeste,GTCR20-089,H0008350,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20187973,2020-09-27
Celeste,GTCR20-090,V891870,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20197693,2020-10-07
Celeste,GTCR20-090,V891890,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20197693,2020-10-07
Celeste,GTCR20-090,X412570,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20197693,2020-10-07
Celeste,GTCR20-090,X412590,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20197693,2020-10-07
Celeste,GTCR20-090,X412610,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20197693,2020-10-07
Celeste,GTCR20-090,X412630,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20197693,2020-10-07
Celeste,GTCR20-090,X412650,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20197693,2020-10-07
Celeste,GTCR20-090,X412670,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20197693,2020-10-07
Celeste,GTCR20-090,X412690,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20197693,2020-10-07
Celeste,GTCR20-090,X412710,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20197693,2020-10-07
Celeste,GTCR20-090,X412730,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20197690,2020-10-01
Celeste,GTCR20-090,X412750,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20197693,2020-10-07
Celeste,GTCR20-091,B0232010,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20204334,2020-10-16
Celeste,GTCR20-091,B0232030,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20204334,2020-10-16
Celeste,GTCR20-091,H0008370,,Blank,CB,Au,ppm,0.005,,,0.006,,Ag,ppm,0.5,,,ALS,YW20204332,2020-10-15
Celeste,GTCR20-091,H0008390,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20204332,2020-10-15
Celeste,GTCR20-091,H0008410,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20204332,2020-10-15
Celeste,GTCR20-091,H0008430,,Blank,CB,Au,ppm,0.005,,,0.007,,Ag,ppm,0.5,,,ALS,YW20204332,2020-10-15
Celeste,GTCR20-091,H0008450,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20204332,2020-10-15
Celeste,GTCR20-091,H0008470,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20204332,2020-10-15
Celeste,GTCR20-091,H0008490,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20204334,2020-10-16
Celeste,GTCR20-092,C256510,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20209799,2020-10-23
Celeste,GTCR20-092,C256530,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20209799,2020-10-23
Celeste,GTCR20-092,v891910,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20209801,2020-10-22
Celeste,GTCR20-092,V891930,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20209801,2020-10-22
Celeste,GTCR20-092,V891950,,Blank,CB,Au,ppm,0.005,,,0.006,,Ag,ppm,0.5,,,ALS,YW20209801,2020-10-22
Celeste,GTCR20-092,V891970,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20209801,2020-10-22
Celeste,GTCR20-092,V891990,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20209799,2020-10-23
Celeste,GTCR20-093,B0232050,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20221277,2020-10-29
Celeste,GTCR20-093,B0232070,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20221277,2020-10-29
Celeste,GTCR20-093,B0232090,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20221277,2020-10-29
Celeste,GTCR20-093,B0232110,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20221277,2020-10-29
Celeste,GTCR20-093,B0232130,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20221277,2020-10-29
Celeste,GTCR20-093,B0232150,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20221277,2020-10-29
Celeste,GTCR20-093,B0232170,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20221277,2020-10-29
Celeste,GTCR20-094,B0232190,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20227378,2020-11-18
Celeste,GTCR20-094,B0232210,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20227378,2020-11-18
Celeste,GTCR20-094,B0232230,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20227378,2020-11-18
Celeste,GTCR20-094,B0232250,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20227378,2020-11-18
Celeste,GTCR20-094,B0232270,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20227378,2020-11-18
Celeste,GTCR20-094,B0232290,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20227378,2020-11-18
Celeste,GTCR20-094,B0232310,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20227379,2020-11-15
Celeste,GTCR20-094,B0232330,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20227379,2020-11-15
Celeste,GTCR20-094,B0232350,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20227378,2020-11-18
Celeste,GTCR20-094,B0232370,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20227378,2020-11-18
Celeste,GTCR20-094,B0233150,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20278513,2021-01-12
Celeste,GTCR20-095,B0232390,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20229625,2020-11-16
Celeste,GTCR20-095,B0232410,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20229625,2020-11-16
Celeste,GTCR20-095,B0232430,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20229625,2020-11-16
Celeste,GTCR20-095,B0232450,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20229625,2020-11-16
Celeste,GTCR20-095,B0232470,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20229625,2020-11-16
Celeste,GTCR20-095,B0232490,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20229625,2020-11-16
Celeste,GTCR20-095,B0232510,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20229624,2020-11-15
Celeste,GTCR20-095,B0232530,,Blank,CB,Au,ppm,0.005,,,0.006,,Ag,ppm,0.5,,,ALS,YW20229625,2020-11-16
Celeste,GTCR20-096,C256570,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20236231,2020-11-22
Celeste,GTCR20-096,C256590,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20236231,2020-11-22
Celeste,GTCR20-096,C256610,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20236231,2020-11-22
Celeste,GTCR20-096,C256630,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20236231,2020-11-22
Celeste,GTCR20-096,C256650,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20236231,2020-11-22
Celeste,GTCR20-096,C256670,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20236231,2020-11-22
Celeste,GTCR20-096,C256690,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20236231,2020-11-22
Celeste,GTCR20-096,C256710,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20242888,2020-11-22
Celeste,GTCR20-096,C256730,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20242888,2020-11-22
Celeste,GTCR20-096,C256750,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20242888,2020-11-22
Celeste,GTCR20-096,C256770,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20242888,2020-11-22
Celeste,GTCR20-096,C256790,,Blank,CB,Au,ppm,0.005,,,0.005,,Ag,ppm,0.5,,,ALS,YW20242888,2020-11-22
Celeste,GTCR20-096,C256810,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20242888,2020-11-22
Celeste,GTCR20-097,B0232550,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20246106,2020-11-24
Celeste,GTCR20-097,B0232570,,Blank,CB,Au,ppm,0.005,,,0.005,,Ag,ppm,0.5,,,ALS,YW20246103,2020-11-24
Celeste,GTCR20-097,B0232590,,Blank,CB,Au,ppm,0.005,,,0.005,,Ag,ppm,0.5,,,ALS,YW20246106,2020-11-24
Celeste,GTCR20-097,B0232610,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20246106,2020-11-24
Celeste,GTCR20-097,B0232630,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20246103,2020-11-24
Celeste,GTCR20-097,B0232650,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20246106,2020-11-24
Celeste,GTCR20-097,B0232670,,Blank,CB,Au,ppm,0.005,,,0.009,,Ag,ppm,0.5,,,ALS,YW20246106,2020-11-24
Celeste,GTCR20-097,B0232690,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20246106,2020-11-24
Celeste,GTCR20-097,B0232710,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20246106,2020-11-24
Celeste,GTCR20-097,B0232730,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20246106,2020-11-24
Celeste,GTCR20-098,C256830,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20248844,2020-11-26
Celeste,GTCR20-098,C256850,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20248844,2020-11-26
Celeste,GTCR20-098,C256870,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20248844,2020-11-26
Celeste,GTCR20-098,C256890,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20248844,2020-11-26
Celeste,GTCR20-098,C256910,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20248844,2020-11-26
Celeste,GTCR20-098,C256930,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20248844,2020-11-26
Celeste,GTCR20-098,C256950,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20248844,2020-11-26
Celeste,GTCR20-099,B0232750,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20253779,2020-11-29
Celeste,GTCR20-099,B0232770,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20253779,2020-11-29
Celeste,GTCR20-099,B0232790,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20253779,2020-11-29
Celeste,GTCR20-100,C256970,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20257314,2020-12-07
Celeste,GTCR20-100,C256990,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20257314,2020-12-07
Celeste,GTCR20-101,C257050,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20257314,2020-12-07
Celeste,GTCR20-101,C257070,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20257314,2020-12-07
Celeste,GTCR20-102,C257110,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20262859,2020-12-06
Celeste,GTCR20-102,C257130,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20262859,2020-12-06
Celeste,GTCR20-103,B0233030,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20262859,2020-12-06
Celeste,GTCR20-103,B0233039,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20262859,2020-12-06
Celeste,GTCR20-104,C257150,,Blank,CB,Au,ppm,0.005,,,0.015,,Ag,ppm,0.5,,,ALS,YW20262854,2020-12-18
Celeste,GTCR20-105,C257170,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20270079,2020-12-23
Celeste,GTCR20-106,C257190,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20270079,2020-12-23
Celeste,GTCR20-106,C257210,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20270079,2020-12-23
Celeste,GTCR20-107,C257230,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20270079,2020-12-23
Celeste,GTCR20-108,C257250,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20270079,2020-12-23
Celeste,GTCR20-108,C257270,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20270079,2020-12-23
Celeste,GTCR20-109,C257290,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20270080,2020-12-20
Celeste,GTCR20-110,B0233050,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20271192,2020-12-23
Celeste,GTCR20-110,B0233070,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20271192,2020-12-23
Celeste,GTCR20-111,C257310,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20271192,2020-12-23
Celeste,GTCR20-112,B0233090,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20278513,2021-01-12
Celeste,GTCR20-112,B0233110,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20278513,2021-01-12
Celeste,GTCR20-112,B0233130,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW20278513,2021-01-12
Celeste,GTCR21-113,B0233170,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW21096453,2021-05-17
Celeste,GTCR21-113,B0233190,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW21096453,2021-05-17
Celeste,GTCR21-113,X412910,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW21096453,2021-05-17
Celeste,GTCR21-113,X412930,,Blank,CB,Au,ppm,0.005,,,0.005,,Ag,ppm,0.5,,,ALS,YW21096453,2021-05-17
Celeste,GTCR21-114,S891490,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW21098971,2021-05-21
Celeste,GTCR21-114,V888970,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW21098971,2021-05-21
Celeste,GTCR21-114,V888990,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW21098971,2021-05-21
Celeste,GTCR21-115,V738070,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW21103570,2021-05-31
Celeste,GTCR21-115,V738090,,Blank,CB,Au,ppm,0.005,,,0.0025,,Ag,ppm,0.5,,,ALS,YW21103570,2021-05-31
Celeste,GTCR20-089,H0008260,,CRM,ME-1306,Au,ppm,0.005,0.919,0.056,0.971,,Ag,ppm,0.5,104.0,3.5,ALS,YW20187973,2020-09-27
Celeste,GTCR20-102,C257100,,CRM,ME-1306,Au,ppm,0.005,0.919,0.056,0.86,,Ag,ppm,0.5,104.0,3.5,ALS,YW20262854,2020-12-18
Celeste,GTCR20-089,H0008180,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.39,,Ag,ppm,0.5,0.904,0.066,ALS,YW20187974,2020-09-24
Celeste,GTCR20-089,H0008220,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.4,,Ag,ppm,0.5,0.904,0.066,ALS,YW20187974,2020-09-24
Celeste,GTCR20-089,H0008240,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.47,,Ag,ppm,0.5,0.904,0.066,ALS,YW20187974,2020-09-24
Celeste,GTCR20-090,V891860,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.46,,Ag,ppm,0.5,0.904,0.066,ALS,YW20197693,2020-10-07
Celeste,GTCR20-090,X412580,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.51,,Ag,ppm,0.5,0.904,0.066,ALS,YW20197693,2020-10-07
Celeste,GTCR20-090,X412640,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.47,,Ag,ppm,0.5,0.904,0.066,ALS,YW20197693,2020-10-07
Celeste,GTCR20-090,X412700,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.5,,Ag,ppm,0.5,0.904,0.066,ALS,YW20197693,2020-10-07
Celeste,GTCR20-091,H0008380,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.44,,Ag,ppm,0.5,0.904,0.066,ALS,YW20204332,2020-10-15
Celeste,GTCR20-091,H0008420,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.22,,Ag,ppm,0.5,0.904,0.066,ALS,YW20204332,2020-10-15
Celeste,GTCR20-091,H0008440,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.12,,Ag,ppm,0.5,0.904,0.066,ALS,YW20204332,2020-10-15
Celeste,GTCR20-091,H0008500,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.42,,Ag,ppm,0.5,0.904,0.066,ALS,YW20204334,2020-10-16
Celeste,GTCR20-092,C256540,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.45,,Ag,ppm,0.5,0.904,0.066,ALS,YW20209799,2020-10-23
