Project,HoleID,SampleID,Paired_SampleID,General_control,Control_type,Au_Element,Au_unit,Au_DL,Au_EV,Au_SD,Au_or_ppm,Au_dp_ppm,Ag_Element,Ag_unit,Ag_DL,Ag_EV,Ag_SD,Lab,Batchname,Date
Celeste,TSO20-074,A0656280,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.24,,Ag,ppm,0.5,0.904,0.066,ALS,YW20057668,2020-04-04
Celeste,TSO20-075,A0654820,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.35,,Ag,ppm,0.5,0.904,0.066,ALS,YW20057668,2020-04-04
Celeste,TSO20-075,A0654900,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.38,,Ag,ppm,0.5,0.904,0.066,ALS,YW20057668,2020-04-04
Celeste,TSO20-075,A0654920,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.45,,Ag,ppm,0.5,0.904,0.066,ALS,YW20057668,2020-04-04
Celeste,TSO20-075,A0655000,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.48,,Ag,ppm,0.5,0.904,0.066,ALS,YW20057668,2020-04-04
Celeste,TSO20-076,A0656320,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.52,,Ag,ppm,0.5,0.904,0.066,ALS,YW20060059,2020-04-16
Celeste,TSO20-076,A0656400,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.5,,Ag,ppm,0.5,0.904,0.066,ALS,YW20071738,2020-04-17
Celeste,TSO20-078,A0653940,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.46,,Ag,ppm,0.5,0.904,0.066,ALS,YW20066498,2020-04-12
Celeste,TSO20-079,B0235060,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.6,,Ag,ppm,0.5,0.904,0.066,ALS,YW20064389,2020-04-12
Celeste,TSO20-079,B0235120,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.56,,Ag,ppm,0.5,0.904,0.066,ALS,YW20066498,2020-04-12
Celeste,TSO20-080,B0236040,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.49,,Ag,ppm,0.5,0.904,0.066,ALS,YW20073354,2020-04-19
Celeste,TSO20-080,B0236100,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.71,,Ag,ppm,0.5,0.904,0.066,ALS,YW20073354,2020-04-19
Celeste,TSO20-080,B0236160,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.39,,Ag,ppm,0.5,0.904,0.066,ALS,YW20073354,2020-04-19
Celeste,TSO20-081,A0655100,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.48,,Ag,ppm,0.5,0.904,0.066,ALS,YW20060044,2020-04-12
Celeste,TSO20-081,A0655180,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.56,,Ag,ppm,0.5,0.904,0.066,ALS,YW20062070,2020-04-14
Celeste,TSO20-082,A0655260,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.53,,Ag,ppm,0.5,0.904,0.066,ALS,YW20060067,2020-04-04
Celeste,TSO20-082,A0655320,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.59,,Ag,ppm,0.5,0.904,0.066,ALS,YW20064388,2020-04-09
Celeste,TSO20-082,A0655420,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.58,,Ag,ppm,0.5,0.904,0.066,ALS,YW20066498,2020-04-12
Celeste,TSO20-083,B0235560,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.74,,Ag,ppm,0.5,0.904,0.066,ALS,YW20070060,2020-04-19
Celeste,TSO20-083,B0235640,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.58,,Ag,ppm,0.5,0.904,0.066,ALS,YW20060059,2020-04-16
Celeste,TSO20-083,B0235680,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.51,,Ag,ppm,0.5,0.904,0.066,ALS,YW20060059,2020-04-16
Celeste,TSO20-083,B0235720,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.56,,Ag,ppm,0.5,0.904,0.066,ALS,YW20071738,2020-04-17
Celeste,TSO20-083,B0235780,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.54,,Ag,ppm,0.5,0.904,0.066,ALS,YW20071738,2020-04-17
Celeste,TSO20-084,B0235160,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.5,,Ag,ppm,0.5,0.904,0.066,ALS,YW20066498,2020-04-12
Celeste,TSO20-084,B0235200,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.46,,Ag,ppm,0.5,0.904,0.066,ALS,YW20068116,2020-04-13
Celeste,TSO20-084,B0235240,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.4,,Ag,ppm,0.5,0.904,0.066,ALS,YW20068116,2020-04-13
Celeste,TSO20-084,B0235280,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.48,,Ag,ppm,0.5,0.904,0.066,ALS,YW20068116,2020-04-13
Celeste,TSO20-084,B0235300,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.37,,Ag,ppm,0.5,0.904,0.066,ALS,YW20068117,2020-04-12
Celeste,TSO20-084,B0235340,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.59,,Ag,ppm,0.5,0.904,0.066,ALS,YW20068116,2020-04-13
Celeste,TSO20-084,B0235400,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.61,,Ag,ppm,0.5,0.904,0.066,ALS,YW20068116,2020-04-13
Celeste,TSO20-085,B0236220,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.46,,Ag,ppm,0.5,0.904,0.066,ALS,YW20073283,2020-04-17
Celeste,TSO20-085,B0236280,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.52,,Ag,ppm,0.5,0.904,0.066,ALS,YW20075019,2020-04-18
Celeste,TSO20-085,B0236340,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.64,,Ag,ppm,0.5,0.904,0.066,ALS,YW20075019,2020-04-18
Celeste,TSO20-085,B0236400,,CRM,OREAS 226,Au,ppm,0.005,5.45,0.126,5.69,,Ag,ppm,0.5,0.904,0.066,ALS,YW20075019,2020-04-18
Celeste,TCR15-057X,B0233160,,CRM,OREAS 232,Au,ppm,0.005,0.902,0.023,0.869,,Ag,ppm,0.5,0.093,0.007,ALS,YW20291223,2021-01-22
Celeste,TCR15-057X,C257040,,CRM,OREAS 232,Au,ppm,0.005,0.902,0.023,0.882,,Ag,ppm,0.5,0.093,0.007,ALS,YW20253779,2020-11-29
Celeste,TSO20-076,A0656360,,CRM,OREAS 232,Au,ppm,0.005,0.902,0.023,0.896,,Ag,ppm,0.5,0.093,0.007,ALS,YW20071738,2020-04-17
Celeste,TSO20-076,A0656440,,CRM,OREAS 232,Au,ppm,0.005,0.902,0.023,0.877,,Ag,ppm,0.5,0.093,0.007,ALS,YW20071738,2020-04-17
Celeste,TSO20-078,A0653860,,CRM,OREAS 232,Au,ppm,0.005,0.902,0.023,0.881,,Ag,ppm,0.5,0.093,0.007,ALS,YW20064389,2020-04-12
Celeste,TSO20-078,A0653920,,CRM,OREAS 232,Au,ppm,0.005,0.902,0.023,0.864,,Ag,ppm,0.5,0.093,0.007,ALS,YW20064389,2020-04-12
Celeste,TSO20-078,A0653980,,CRM,OREAS 232,Au,ppm,0.005,0.902,0.023,0.909,,Ag,ppm,0.5,0.093,0.007,ALS,YW20068116,2020-04-13
Celeste,TSO20-079,B0235040,,CRM,OREAS 232,Au,ppm,0.005,0.902,0.023,0.898,,Ag,ppm,0.5,0.093,0.007,ALS,YW20064389,2020-04-12
Celeste,TSO20-079,B0235100,,CRM,OREAS 232,Au,ppm,0.005,0.902,0.023,0.9,,Ag,ppm,0.5,0.093,0.007,ALS,YW20064389,2020-04-12
Celeste,TSO20-080,B0236140,,CRM,OREAS 232,Au,ppm,0.005,0.902,0.023,0.892,,Ag,ppm,0.5,0.093,0.007,ALS,YW20073354,2020-04-19
Celeste,TSO20-084,B0235180,,CRM,OREAS 232,Au,ppm,0.005,0.902,0.023,0.876,,Ag,ppm,0.5,0.093,0.007,ALS,YW20066498,2020-04-12
Celeste,TSO20-084,B0235220,,CRM,OREAS 232,Au,ppm,0.005,0.902,0.023,0.899,,Ag,ppm,0.5,0.093,0.007,ALS,YW20068116,2020-04-13
Celeste,TSO20-084,B0235260,,CRM,OREAS 232,Au,ppm,0.005,0.902,0.023,0.899,,Ag,ppm,0.5,0.093,0.007,ALS,YW20068116,2020-04-13
Celeste,TSO20-084,B0235320,,CRM,OREAS 232,Au,ppm,0.005,0.902,0.023,0.882,,Ag,ppm,0.5,0.093,0.007,ALS,YW20068116,2020-04-13
Celeste,TSO20-084,B0235360,,CRM,OREAS 232,Au,ppm,0.005,0.902,0.023,0.911,,Ag,ppm,0.5,0.093,0.007,ALS,YW20068116,2020-04-13
Celeste,TSO20-084,B0235380,,CRM,OREAS 232,Au,ppm,0.005,0.902,0.023,0.891,,Ag,ppm,0.5,0.093,0.007,ALS,YW20068116,2020-04-13
Celeste,TSO20-084,B0235420,,CRM,OREAS 232,Au,ppm,0.005,0.902,0.023,0.889,,Ag,ppm,0.5,0.093,0.007,ALS,YW20068116,2020-04-13
Celeste,TSO20-085,B0236200,,CRM,OREAS 232,Au,ppm,0.005,0.902,0.023,0.893,,Ag,ppm,0.5,0.093,0.007,ALS,YW20073283,2020-04-17
Celeste,TSO20-085,B0236260,,CRM,OREAS 232,Au,ppm,0.005,0.902,0.023,0.875,,Ag,ppm,0.5,0.093,0.007,ALS,YW20073282,2020-04-18
Celeste,TSO20-085,B0236320,,CRM,OREAS 232,Au,ppm,0.005,0.902,0.023,0.914,,Ag,ppm,0.5,0.093,0.007,ALS,YW20075019,2020-04-18
Celeste,TBY15-001,R443020,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.785,,Ag,ppm,0.5,,,ALS,YW15030046,2015-03-21
Celeste,TBY15-001,R443040,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.787,,Ag,ppm,0.5,,,ALS,YW15030046,2015-03-21
Celeste,TBY15-002,R443100,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.815,,Ag,ppm,0.5,,,ALS,YW15030049,2015-04-03
Celeste,TBY15-002,R443140,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.825,,Ag,ppm,0.5,,,ALS,YW15030049,2015-04-03
Celeste,TBY15-003,R443180,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.838,,Ag,ppm,0.5,,,ALS,YW15030049,2015-04-03
Celeste,TBY15-003,R443220,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.824,,Ag,ppm,0.5,,,ALS,YW15030049,2015-04-03
Celeste,TBY15-004,R443260,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.812,,Ag,ppm,0.5,,,ALS,YW15045274,2015-04-09
Celeste,TBY15-004,R443300,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.8,,Ag,ppm,0.5,,,ALS,YW15045274,2015-04-09
Celeste,TBY15-005,R443320,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.784,,Ag,ppm,0.5,,,ALS,YW15048397,2015-04-16
Celeste,TBY15-005,R443380,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.816,,Ag,ppm,0.5,,,ALS,YW15048397,2015-04-16
Celeste,TBY15-006,R443440,,CRM,P7H,Au,ppm,0.005,0.799,0.025,,,Ag,ppm,0.5,,,ALS,YW15048397,2015-04-16
Celeste,TBY15-007,R443460,,CRM,P7H,Au,ppm,0.005,0.799,0.025,,,Ag,ppm,0.5,,,ALS,YW15048397,2015-04-16
Celeste,TBY15-007,R443500,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.742,,Ag,ppm,0.5,,,ALS,YW15048397,2015-04-16
Celeste,TBY15-008,R443520,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.759,,Ag,ppm,0.5,,,ALS,YW15049058,2015-04-28
Celeste,TBY15-009,R443600,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.81,,Ag,ppm,0.5,,,ALS,YW15049058,2015-04-28
Celeste,TBY15-011,R433580,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.809,,Ag,ppm,0.5,,,ALS,YW15049058,2015-04-28
Celeste,TCR15-001,R432160,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.787,,Ag,ppm,0.5,,,ALS,YW15015793,2015-02-17
Celeste,TCR15-002,R432200,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.76,,Ag,ppm,0.5,,,ALS,YW15015793,2015-02-17
Celeste,TCR15-003,R432240,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.77,,Ag,ppm,0.5,,,ALS,YW15015793,2015-02-17
Celeste,TCR15-004,R432260,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.795,,Ag,ppm,0.5,,,ALS,YW15015793,2015-02-17
Celeste,TCR15-006,R432320,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.792,,Ag,ppm,0.5,,,ALS,YW15015797,2015-02-24
Celeste,TCR15-006,R432340,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.793,,Ag,ppm,0.5,,,ALS,YW15015797,2015-02-24
Celeste,TCR15-008,R432380,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.782,,Ag,ppm,0.5,,,ALS,YW15023330,2015-03-01
Celeste,TCR15-009,R432420,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.796,,Ag,ppm,0.5,,,ALS,YW15023330,2015-03-01
Celeste,TCR15-010,R432460,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.738,,Ag,ppm,0.5,,,ALS,YW15023330,2015-03-01
Celeste,TCR15-011,R432500,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.793,,Ag,ppm,0.5,,,ALS,YW15023330,2015-03-01
Celeste,TCR15-012,R432540,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.812,,Ag,ppm,0.5,,,ALS,YW15018740,2015-02-28
Celeste,TCR15-013,R432580,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.769,,Ag,ppm,0.5,,,ALS,YW15018740,2015-02-28
Celeste,TCR15-014,R432620,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.759,,Ag,ppm,0.5,,,ALS,YW15018743,2015-03-10
Celeste,TCR15-015,R432660,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.788,,Ag,ppm,0.5,,,ALS,YW15018743,2015-03-10
Celeste,TCR15-016,R432700,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.774,,Ag,ppm,0.5,,,ALS,YW15018743,2015-03-10
Celeste,TCR15-017,R432740,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.781,,Ag,ppm,0.5,,,ALS,YW15018749,2015-03-11
Celeste,TCR15-018,R432780,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.799,,Ag,ppm,0.5,,,ALS,YW15018749,2015-03-11
Celeste,TCR15-019,R432820,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.759,,Ag,ppm,0.5,,,ALS,YW15018749,2015-03-11
Celeste,TCR15-020,R432860,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.755,,Ag,ppm,0.5,,,ALS,YW15018749,2015-03-11
Celeste,TCR15-022,R432900,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.797,,Ag,ppm,0.5,,,ALS,YW15030042,2015-03-18
Celeste,TCR15-023,R432920,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.757,,Ag,ppm,0.5,,,ALS,YW15030042,2015-03-18
Celeste,TCR15-024,R432980,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.811,,Ag,ppm,0.5,,,ALS,YW15030042,2015-03-18
Celeste,TCR15-025,R433000,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.778,,Ag,ppm,0.5,,,ALS,YW15030047,2015-03-27
Celeste,TCR15-028,R433080,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.784,,Ag,ppm,0.5,,,ALS,YW15030047,2015-03-27
Celeste,TCR15-029,R433120,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.77,,Ag,ppm,0.5,,,ALS,YW15043530,2015-04-07
Celeste,TCR15-029,R433160,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.761,,Ag,ppm,0.5,,,ALS,YW15043530,2015-04-07
Celeste,TCR15-029,R433200,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.791,,Ag,ppm,0.5,,,ALS,YW15043530,2015-04-07
Celeste,TCR15-030,R433300,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.814,,Ag,ppm,0.5,,,ALS,YW15046010,2015-04-13
Celeste,TCR15-030,R433340,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.803,,Ag,ppm,0.5,,,ALS,YW15046010,2015-04-13
Celeste,TCR15-030,R433360,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.795,,Ag,ppm,0.5,,,ALS,YW15046010,2015-04-13
Celeste,TCR15-030,R433400,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.761,,Ag,ppm,0.5,,,ALS,YW15046010,2015-04-13
Celeste,TCR15-031,R433460,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.8,,Ag,ppm,0.5,,,ALS,YW15047497,2015-04-14
Celeste,TCR15-032,R433500,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.821,,Ag,ppm,0.5,,,ALS,YW15047497,2015-04-14
Celeste,TCR15-033,R434040,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.785,,Ag,ppm,0.5,,,ALS,YW15116238,2015-08-25
Celeste,TCR15-034,R434060,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.759,,Ag,ppm,0.5,,,ALS,YW15116238,2015-08-25
Celeste,TCR15-034,R434080,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.715,,Ag,ppm,0.5,,,ALS,YW15116238,2015-08-25
Celeste,TCR15-034,R434100,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.796,,Ag,ppm,0.5,,,ALS,YW15116238,2015-08-25
Celeste,TCR15-036,R434140,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.812,,Ag,ppm,0.5,,,ALS,YW15118480,2015-08-21
Celeste,TCR15-036,R434180,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.824,,Ag,ppm,0.5,,,ALS,YW15118480,2015-08-21
Celeste,TCR15-037,R434240,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.796,,Ag,ppm,0.5,,,ALS,YW15118480,2015-08-21
Celeste,TCR15-038,R434280,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.776,,Ag,ppm,0.5,,,ALS,YW15121578,2015-08-27
Celeste,TCR15-038,R434300,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.777,,Ag,ppm,0.5,,,ALS,YW15121578,2015-08-27
Celeste,TCR15-039,R434320,,CRM,P7H,Au,ppm,0.005,0.799,0.025,,,Ag,ppm,0.5,,,ALS,YW15121578,2015-08-27
Celeste,TCR15-045,R434580,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.769,,Ag,ppm,0.5,,,ALS,YW15130327,2015-09-09
Celeste,TCR15-046,R434640,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.774,,Ag,ppm,0.5,,,ALS,YW15130327,2015-09-09
Celeste,TCR15-047,R434680,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.768,,Ag,ppm,0.5,,,ALS,YW15130327,2015-09-09
Celeste,TCR15-049,R433720,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.791,,Ag,ppm,0.5,,,ALS,YW15134370,2015-09-18
Celeste,TCR15-050,R433780,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.778,,Ag,ppm,0.5,,,ALS,YW15134370,2015-09-18
Celeste,TCR15-051,R433820,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.759,,Ag,ppm,0.5,,,ALS,YW15134370,2015-09-18
Celeste,TCR15-053,R433880,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.794,,Ag,ppm,0.5,,,ALS,YW15138216,2015-09-29
Celeste,TCR15-055,R433940,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.78,,Ag,ppm,0.5,,,ALS,YW15138216,2015-09-29
Celeste,TCR15-057,R433980,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.774,,Ag,ppm,0.5,,,ALS,YW15141565,2015-10-04
Celeste,TCR15-058,S342520,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.774,,Ag,ppm,0.5,,,ALS,YW15141565,2015-10-04
Celeste,TCR15-059,S342560,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.805,,Ag,ppm,0.5,,,ALS,YW15163793,2015-11-07
Celeste,TCR15-059,S342620,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.827,,Ag,ppm,0.5,,,ALS,YW15163793,2015-11-07
Celeste,TCR15-063,S342700,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.84,,Ag,ppm,0.5,,,ALS,YW15163793,2015-11-07
Celeste,TCR15-063,S342740,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.797,,Ag,ppm,0.5,,,ALS,YW15163793,2015-11-07
Celeste,TCR15-064,S346080,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.762,,Ag,ppm,0.5,,,ALS,YW15169173,2015-11-20
Celeste,TCR15-065,S342760,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.703,,Ag,ppm,0.5,,,ALS,YW15165257,2015-11-10
Celeste,TCR15-065,S342840,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.698,,Ag,ppm,0.5,,,ALS,YW15165257,2015-11-10
Celeste,TCR15-066,S346120,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.805,,Ag,ppm,0.5,,,ALS,YW15169173,2015-11-20
Celeste,TCR15-067,S342860,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.719,,Ag,ppm,0.5,,,ALS,YW15165257,2015-11-10
Celeste,TCR15-067,S342900,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.785,,Ag,ppm,0.5,,,ALS,YW15165257,2015-11-10
Celeste,TCR15-068,S346160,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.825,,Ag,ppm,0.5,,,ALS,YW15170692,2015-11-17
Celeste,TCR15-069,S342920,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.772,,Ag,ppm,0.5,,,ALS,YW15166082,2015-11-10
Celeste,TCR15-070,S346200,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.764,,Ag,ppm,0.5,,,ALS,YW15170692,2015-11-17
Celeste,TCR15-071,S342980,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.808,,Ag,ppm,0.5,,,ALS,YW15166082,2015-11-10
Celeste,TCR15-071,S343020,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.783,,Ag,ppm,0.5,,,ALS,YW15166082,2015-11-10
Celeste,TCR15-072,S343040,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.822,,Ag,ppm,0.5,,,ALS,YW15168436,2015-11-14
Celeste,TCR15-073,S343080,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.765,,Ag,ppm,0.5,,,ALS,YW15168436,2015-11-14
Celeste,THL16-005,S345380,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.834,,Ag,ppm,0.5,,,ALS,YW16039944,2016-03-28
Celeste,THL16-006,S520600,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.794,,Ag,ppm,0.5,,,ALS,YW16042479,2016-03-29
Celeste,TNB14-005,N905820,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.78,,Ag,ppm,0.5,,,ALS,YW14056968,2014-05-23
Celeste,TNB14-006,N905900,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.727,,Ag,ppm,0.5,,,ALS,YW14053686,2014-05-21
Celeste,TNB14-006,N905920,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.787,,Ag,ppm,0.5,,,ALS,YW14053686,2014-05-21
Celeste,TNB14-007,R114180,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.81,,Ag,ppm,0.5,,,ALS,YW14056963,2014-05-04
Celeste,TNB14-007,R114220,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.786,,Ag,ppm,0.5,,,ALS,YW14056963,2014-05-04
Celeste,TNB14-007,R114240,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.779,,Ag,ppm,0.5,,,ALS,YW14056963,2014-05-04
Celeste,TNB14-007,R114260,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.785,,Ag,ppm,0.5,,,ALS,YW14056963,2014-05-04
Celeste,TNB14-008,R114280,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.756,,Ag,ppm,0.5,,,ALS,YW14053685,2014-05-08
Celeste,TNB14-008,R114340,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.758,,Ag,ppm,0.5,,,ALS,YW14053685,2014-05-08
Celeste,TNB14-009,R114380,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.742,,Ag,ppm,0.5,,,ALS,YW14053686,2014-05-21
Celeste,TNB14-009,R114420,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.764,,Ag,ppm,0.5,,,ALS,YW14053686,2014-05-21
Celeste,TNB14-009,R114460,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.77,,Ag,ppm,0.5,,,ALS,YW14053686,2014-05-21
Celeste,TNB14-009,R114480,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.767,,Ag,ppm,0.5,,,ALS,YW14053686,2014-05-21
Celeste,TNB14-010,R115020,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.801,,Ag,ppm,0.5,,,ALS,YW14067514,2014-05-15
Celeste,TNB14-010,R115040,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.779,,Ag,ppm,0.5,,,ALS,YW14067514,2014-05-15
Celeste,TNB14-011,N905980,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.789,,Ag,ppm,0.5,,,ALS,YW14056966,2014-05-21
Celeste,TNB14-011,R114600,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.75,,Ag,ppm,0.5,,,ALS,YW14056966,2014-05-21
Celeste,TNB14-012,R114640,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.628,,Ag,ppm,0.5,,,ALS,YW14056967,2014-05-20
Celeste,TNB14-012,R114660,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.796,,Ag,ppm,0.5,,,ALS,YW14056967,2014-05-20
Celeste,TNB14-012,R114680,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.797,,Ag,ppm,0.5,,,ALS,YW14056967,2014-05-20
Celeste,TNB14-013,R115160,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.793,,Ag,ppm,0.5,,,ALS,YW14113732,2014-08-11
Celeste,TNB14-013,R115880,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.786,,Ag,ppm,0.5,,,ALS,YW14113732,2014-08-11
Celeste,TNB14-013,R115900,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.782,,Ag,ppm,0.5,,,ALS,YW14113732,2014-08-11
Celeste,TNB14-013,R115940,,CRM,P7H,Au,ppm,0.005,0.799,0.025,0.816,,Ag,ppm,0.5,,,ALS,YW14113732,2014-08-11
